iter	Logloss
384	0.5101677699
385	0.510167574
386	0.5101583951
387	0.5101448596
388	0.5101422323
389	0.5101350032
390	0.5101326359
391	0.5101318019
392	0.5101311891
393	0.510124584
394	0.5101252764
395	0.5101143186
396	0.51010937
397	0.5101064405
398	0.5101010263
399	0.5101014002
400	0.510097043
401	0.5100955496
402	0.5100948006
403	0.5100911913
404	0.5100809694
405	0.5100742432
406	0.5100673578
407	0.5100626295
408	0.5100602485
409	0.5100583528
410	0.5100549026
411	0.5100506207
412	0.5100486427
413	0.5100468195
414	0.5100425652
415	0.5100399928
416	0.5100347648
417	0.5100293501
418	0.5100219461
419	0.5100145679
420	0.510006611
421	0.5100046371
422	0.509994384
423	0.5099895612
424	0.5099901014
425	0.5099805714
426	0.509979091
427	0.5099761299
428	0.5099691368
429	0.5099627899
430	0.5099605785
431	0.5099512412
432	0.5099431177
433	0.5099371271
434	0.5099275647
435	0.5099209843
436	0.5099190464
437	0.5099150896
438	0.5099105895
439	0.5099015755
440	0.509897216
441	0.509896215
442	0.5098909425
443	0.5098936613
444	0.5098911288
445	0.5098858191
446	0.5098800426
447	0.5098778999
448	0.5098749517
449	0.5098741111
450	0.5098707774
451	0.5098697401
452	0.5098637863
453	0.5098562067
454	0.5098528166
455	0.5098455325
456	0.509842997
457	0.5098371954
458	0.5098355182
459	0.5098311775
460	0.5098299302
461	0.5098252143
462	0.5098256942
463	0.5098204936
464	0.5098184249
465	0.5098123381
466	0.509809816
467	0.509799502
468	0.5097941464
469	0.5097863983
470	0.5097809845
471	0.5097789099
472	0.5097757272
473	0.5097740738
474	0.5097661455
475	0.5097607152
476	0.5097475632
477	0.5097458268
478	0.5097397449
479	0.5097359984
480	0.5097306867
481	0.5097302164
482	0.5097267708
483	0.509725345
484	0.5097200259
485	0.5097170183
486	0.5097114579
487	0.5097086796
488	0.5097052389
489	0.5096955955
490	0.5096845089
491	0.5096824445
492	0.5096805337
493	0.5096786082
494	0.509675332
495	0.5096688045
496	0.5096672558
497	0.5096654739
498	0.5096567093
499	0.5096493837
500	0.5096474082
501	0.5096381567
502	0.5096387402
503	0.5096309679
504	0.5096273905
505	0.5096239157
506	0.5096227954
507	0.5096173716
508	0.5096150167
509	0.5096112153
510	0.5096077462
511	0.5096045372
512	0.509602691
513	0.5095997385
514	0.5095945424
515	0.5095803805
516	0.5095769345
517	0.5095698816
518	0.5095686528
519	0.5095642995
520	0.5095532689
521	0.5095501384
522	0.5095464789
523	0.5095464248
524	0.5095392672
525	0.5095358446
526	0.5095262074
527	0.5095251347
528	0.5095196514
529	0.5095162196
530	0.5095089217
531	0.5094992476
532	0.5094943166
533	0.5094918854
534	0.5094873576
535	0.5094832583
536	0.5094807313
537	0.5094710076
538	0.5094660087
539	0.509463687
540	0.5094620696
541	0.5094539996
542	0.5094507319
543	0.509445358
544	0.5094422923
545	0.5094408352
546	0.5094333414
547	0.50943176
548	0.5094299462
549	0.5094280594
550	0.5094259433
551	0.5094238233
552	0.5094194685
553	0.5094132812
554	0.509409886
555	0.5094061666
556	0.509405253
557	0.5093978216
558	0.5093943441
559	0.5093911636
560	0.5093853417
561	0.5093791405
562	0.509372356
563	0.5093666061
564	0.5093658798
565	0.5093614518
566	0.5093615994
567	0.5093596647
568	0.5093494998
569	0.5093438151
570	0.5093366367
571	0.5093367193
572	0.5093333987
573	0.5093260637
574	0.5093219696
575	0.5093181041
576	0.509312986
577	0.5093091472
578	0.5093073058
579	0.5093008482
580	0.5092960643
581	0.5092913106
582	0.5092821491
583	0.5092834475
584	0.5092791335
585	0.5092736089
586	0.509269041
587	0.509263279
588	0.5092569683
589	0.5092517672
590	0.509248524
591	0.5092440775
592	0.5092425704
593	0.5092343222
594	0.5092267267
595	0.5092195305
596	0.5092158563
597	0.5092113691
598	0.5092049783
599	0.5092019527
600	0.5092006555
601	0.5091934711
602	0.5091915097
603	0.5091848837
604	0.509181434
605	0.5091753302
606	0.5091721408
607	0.5091637141
608	0.5091604781
609	0.5091558857
610	0.5091532212
611	0.5091472956
612	0.5091442988
613	0.5091411688
614	0.5091385731
615	0.5091362419
616	0.5091372057
617	0.5091273604
618	0.5091238196
619	0.5091193202
620	0.5091132652
621	0.5091110309
622	0.5091083702
623	0.5091064456
624	0.5091024102
625	0.5091001579
626	0.5090998931
627	0.5091000078
628	0.5090938718
629	0.5090906244
630	0.509087628
631	0.5090822513
632	0.5090796012
633	0.5090735133
634	0.5090610936
635	0.5090609984
636	0.5090576351
637	0.5090537019
638	0.5090523706
639	0.5090476459
640	0.5090438626
641	0.5090391533
642	0.5090342141
643	0.5090291466
644	0.5090207361
645	0.5090194983
646	0.5090161212
647	0.5090135982
648	0.5090032888
649	0.5090004632
650	0.5089987273
651	0.5089959079
652	0.5089932396
653	0.5089920512
654	0.508984343
655	0.5089808084
656	0.5089770749
657	0.5089720988
658	0.5089671119
659	0.5089629094
660	0.5089574395
661	0.5089529993
662	0.5089436083
663	0.5089412099
664	0.5089338121
665	0.508928804
666	0.5089272274
667	0.5089212643
668	0.5089139411
669	0.5089109116
670	0.5089116107
671	0.5089097506
672	0.5089061047
673	0.5089007721
674	0.5089016211
675	0.5088996554
676	0.5088947005
677	0.5088872562
678	0.5088834723
679	0.5088805345
680	0.5088697207
681	0.5088660809
682	0.5088644697
683	0.5088617273
684	0.5088564222
685	0.5088555787
686	0.508850273
687	0.5088432308
688	0.5088385514
689	0.5088350296
690	0.5088332933
691	0.5088209323
692	0.5088180398
693	0.508812906
694	0.5088038072
695	0.5088013439
696	0.5088004027
697	0.5087921964
698	0.5087794012
699	0.50878126
700	0.5087743995
701	0.5087707715
702	0.5087638449
703	0.5087604218
704	0.508755569
705	0.5087509784
706	0.508749201
707	0.5087478029
708	0.5087444444
709	0.508742676
710	0.5087411591
711	0.5087355693
712	0.5087267233
713	0.5087230991
714	0.5087210196
715	0.508716296
716	0.5087148974
717	0.5087113578
718	0.5087103934
719	0.5087054131
720	0.508703771
721	0.5087007082
722	0.508695873
723	0.5086954619
724	0.5086917512
725	0.5086890235
726	0.5086871322
727	0.508683106
728	0.508675215
729	0.5086748969
730	0.5086707248
731	0.5086687
732	0.5086638245
733	0.5086581755
734	0.5086574713
735	0.5086476243
736	0.5086459016
737	0.5086451849
738	0.5086384549
739	0.5086408271
740	0.5086365128
741	0.5086326566
742	0.5086332236
743	0.5086305366
744	0.5086265653
745	0.5086242802
746	0.5086193663
747	0.5086161122
748	0.5086136126
749	0.5086108478
750	0.5086101578
751	0.508607234
752	0.5086049551
753	0.508600447
754	0.5085997885
755	0.5085951547
756	0.5085905166
757	0.5085784342
758	0.5085766606
759	0.5085720429
760	0.5085709369
761	0.508566893
762	0.5085662032
763	0.5085591473
764	0.5085537003
765	0.5085510409
766	0.5085461329
767	0.5085416467
768	0.5085353351
769	0.5085331368
770	0.5085319488
771	0.5085290824
772	0.5085275037
773	0.5085250846
774	0.5085210206
775	0.5085163005
776	0.5085152131
777	0.5085147334
778	0.5085091447
779	0.5085062605
780	0.5085017098
781	0.5084983692
782	0.5084926244
783	0.5084885139
784	0.5084837403
785	0.5084773548
786	0.5084776749
787	0.5084732028
788	0.5084689887
789	0.5084655018
790	0.5084640945
791	0.5084622978
792	0.5084591954
793	0.5084568131
794	0.5084537012
795	0.5084522892
796	0.5084451755
797	0.5084448776
798	0.5084392099
799	0.5084336619
800	0.5084278078
801	0.5084241336
802	0.5084215744
803	0.5084204947
804	0.5084126074
805	0.5084121734
806	0.5084060778
807	0.5084064575
808	0.5084028099
809	0.5083972439
810	0.5083925535
811	0.5083875501
812	0.5083835519
813	0.5083769572
814	0.5083762551
815	0.508374587
816	0.5083677051
817	0.5083661374
818	0.5083654332
819	0.5083615906
820	0.5083557224
821	0.5083535613
822	0.5083451028
823	0.508342105
824	0.5083403813
825	0.5083380993
826	0.5083377337
827	0.5083352478
828	0.5083347626
829	0.5083341335
830	0.508325456
831	0.5083257942
832	0.5083211015
833	0.5083184191
834	0.5083151936
835	0.5083105164
836	0.5083049642
837	0.5083028848
838	0.5082949203
839	0.5082930884
840	0.5082897343
841	0.5082881064
842	0.5082843493
843	0.5082822063
844	0.508277838
845	0.5082744293
846	0.5082735473
847	0.5082704813
848	0.5082668892
849	0.5082640744
850	0.508263284
851	0.5082618632
852	0.5082597634
853	0.5082587758
854	0.5082542567
855	0.5082527577
856	0.5082502077
857	0.5082461359
858	0.5082399987
859	0.5082298816
860	0.5082255383
861	0.5082204754
862	0.5082138541
863	0.5082141014
864	0.5082106606
865	0.5082085218
866	0.5082041119
867	0.5082006442
868	0.5081968836
869	0.5081939682
870	0.5081905273
871	0.5081901753
872	0.5081791993
873	0.5081763231
874	0.5081724074
875	0.5081613439
876	0.5081581225
877	0.5081549274
878	0.508152867
879	0.5081487231
880	0.5081479506
881	0.5081403195
882	0.5081360065
883	0.5081362303
884	0.5081290383
885	0.5081259398
886	0.5081243172
887	0.5081212704
888	0.5081155941
889	0.5081127047
890	0.5081103466
891	0.5081061974
892	0.5081010958
893	0.5080991505
894	0.5080962628
895	0.5080910308
896	0.5080885315
897	0.5080870069
898	0.5080835125
899	0.5080812732
900	0.5080780132
901	0.5080757045
902	0.5080712752
903	0.5080697129
904	0.5080662579
905	0.5080635342
906	0.5080620488
907	0.5080625378
908	0.5080594482
909	0.5080587484
910	0.5080565547
911	0.5080508748
912	0.5080476481
913	0.5080436084
914	0.5080375431
915	0.5080353726
916	0.5080351852
917	0.5080310176
918	0.5080281974
919	0.5080270596
920	0.5080235284
921	0.5080184978
922	0.5080139792
923	0.5080128824
924	0.5080115197
925	0.5080074389
926	0.5080030617
927	0.5079974736
928	0.5079949463
929	0.5079910808
930	0.5079903166
931	0.5079818501
932	0.507980452
933	0.5079804792
934	0.5079775319
935	0.507975997
936	0.5079752755
937	0.5079731642
938	0.5079745352
939	0.5079732692
940	0.5079706371
941	0.5079693897
942	0.50796545
943	0.5079665598
944	0.5079639651
945	0.5079584992
946	0.507956772
947	0.5079568133
948	0.507950667
949	0.5079484599
950	0.5079458275
951	0.507943339
952	0.5079429735
953	0.5079397502
954	0.5079371681
955	0.5079374162
956	0.5079311975
957	0.5079320758
958	0.5079279224
959	0.5079258881
960	0.5079251255
961	0.5079205471
962	0.5079174896
963	0.5079147532
964	0.5079122126
965	0.507909649
966	0.5079076804
967	0.5079076482
968	0.5079051183
969	0.5079044843
970	0.5079017372
971	0.5079009458
972	0.5078991291
973	0.50789695
974	0.5078921323
975	0.5078907504
976	0.5078900474
977	0.5078883708
978	0.5078833252
979	0.5078808032
980	0.50787866
981	0.5078777369
982	0.5078716052
983	0.5078664407
984	0.5078612978
985	0.507863505
986	0.5078603888
987	0.5078589772
988	0.5078475897
989	0.5078455947
990	0.507841528
991	0.5078383396
992	0.5078345542
993	0.5078326849
994	0.5078279148
995	0.5078268734
996	0.5078259463
997	0.5078248631
998	0.5078191312
999	0.5078171527
